entry_time,entry_price,exit_time,exit_price,exit_type,strategy,signal,pnl_pct
2023-11-28 05:15:00,36954.9,2023-11-28 13:30:00,37324.449,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999974
2023-11-28 13:45:00,37416.1,2023-11-28 17:15:00,38164.422,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000004
2023-11-29 00:15:00,37768.6,2023-11-29 06:30:00,38146.286,TP,conservative,BB 하단 + RSI 과매도,1.000000000000004
2023-11-29 08:45:00,38350.1,2023-11-29 10:30:00,37966.598999999995,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.00000000000001
2023-11-29 15:15:00,37758.4,2023-11-30 15:15:00,37643.7,Time Stop,momentum,BB 찢고 큰 양봉,-0.3037734649773411
2023-12-01 01:15:00,37881.5,2023-12-01 09:15:00,38639.13,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999931
2023-12-01 16:15:00,38824.2,2023-12-02 16:15:00,38785.8,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.09890738250883258
2023-12-02 18:15:00,38875.8,2023-12-02 19:00:00,39653.316000000006,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000084
2023-12-02 19:45:00,39434.7,2023-12-03 19:45:00,39588.7,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.39051900990751803
2023-12-03 21:30:00,39698.6,2023-12-04 01:15:00,40492.572,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000004
2023-12-04 05:15:00,41314.1,2023-12-04 10:45:00,42140.382,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999982
2023-12-04 19:45:00,42021.3,2023-12-05 07:00:00,41601.087,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.000000000000008
2023-12-05 13:00:00,42013.9,2023-12-05 16:30:00,42854.178,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999962
2023-12-05 22:00:00,44202.2,2023-12-06 01:45:00,43760.178,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999938
2023-12-06 10:00:00,44073.6,2023-12-06 11:15:00,43632.864,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999936
2023-12-07 09:30:00,43383.7,2023-12-07 12:15:00,43036.630399999995,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000059
2023-12-09 08:45:00,43874.5,2023-12-09 23:30:00,43523.504,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999982
2023-12-10 10:00:00,43667.3,2023-12-10 21:00:00,44103.973000000005,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000058
2023-12-11 02:15:00,42271.4,2023-12-11 02:30:00,41933.228800000004,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999929
2023-12-11 14:30:00,41976.0,2023-12-11 16:00:00,41640.192,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999934
2023-12-11 18:30:00,40846.1,2023-12-11 19:15:00,40519.3312,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999952
2023-12-12 17:30:00,40921.9,2023-12-12 18:15:00,41331.119,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999934
2023-12-15 06:00:00,42628.7,2023-12-15 09:00:00,43054.987,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000093
2023-12-15 14:00:00,42367.4,2023-12-15 14:45:00,42028.4608,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000016
2023-12-15 15:45:00,41921.7,2023-12-16 03:45:00,42340.916999999994,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999928
2023-12-16 11:45:00,42361.0,2023-12-17 01:45:00,41937.39,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000013
2023-12-17 06:45:00,42026.6,2023-12-17 14:30:00,41606.333999999995,SL,momentum,BB 찢고 큰 양봉,-1.0000000000000078
2023-12-17 16:45:00,42154.3,2023-12-17 22:15:00,41732.757000000005,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999948
2023-12-17 22:45:00,41735.2,2023-12-17 23:30:00,41401.3184,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000016
2023-12-18 00:15:00,41411.4,2023-12-18 01:30:00,41080.1088,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999992
2023-12-19 14:15:00,42772.6,2023-12-19 14:45:00,42430.4192,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000045
2023-12-19 15:00:00,42587.2,2023-12-19 17:00:00,42246.5024,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999989
2023-12-24 06:15:00,43541.9,2023-12-24 22:00:00,43193.5648,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000032
2023-12-24 22:15:00,43090.5,2023-12-25 00:30:00,42745.776,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000045
2023-12-26 05:45:00,42807.5,2023-12-26 09:45:00,42465.04,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999979
2023-12-26 16:15:00,42322.9,2023-12-26 17:30:00,41984.3168,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000023
2023-12-26 17:45:00,42054.1,2023-12-26 22:00:00,42474.640999999996,TP,conservative,BB 하단 + RSI 과매도,0.999999999999994
2023-12-28 07:30:00,42991.5,2023-12-28 13:00:00,42647.568,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000016
2023-12-29 16:15:00,42244.9,2023-12-29 17:00:00,41906.940800000004,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999942
2023-12-30 09:00:00,41621.5,2023-12-30 12:00:00,42037.715000000004,TP,conservative,BB 하단 + RSI 과매도,1.000000000000009
2023-12-30 20:45:00,42315.1,2023-12-31 09:15:00,42738.251,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999953
2023-12-31 23:30:00,42285.2,2024-01-01 01:30:00,42708.051999999996,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999976
2024-01-01 15:30:00,42887.9,2024-01-01 20:00:00,43745.658,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000004
2024-01-01 23:15:00,44049.9,2024-01-02 00:15:00,44930.898,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999991
2024-01-02 07:30:00,45578.0,2024-01-02 14:45:00,45122.22,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999974
2024-01-02 15:30:00,45323.6,2024-01-02 19:15:00,44870.364,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999938
2024-01-03 12:15:00,42337.8,2024-01-03 12:45:00,42761.178,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999928
2024-01-04 02:45:00,43173.7,2024-01-04 10:15:00,42741.962999999996,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000022
2024-01-04 12:45:00,43399.9,2024-01-04 15:15:00,44267.898,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999991
2024-01-04 19:15:00,44420.1,2024-01-04 19:45:00,43975.899,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.000000000000002
2024-01-04 20:30:00,44363.8,2024-01-05 01:15:00,43920.162000000004,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999978
2024-01-05 01:30:00,43937.4,2024-01-05 01:45:00,43585.9008,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999964
2024-01-05 02:00:00,43639.4,2024-01-05 04:15:00,43290.2848,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000004
2024-01-10 08:00:00,45796.1,2024-01-10 08:45:00,45429.731199999995,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000084
2024-01-10 09:00:00,45486.0,2024-01-10 11:45:00,45122.112,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999977
2024-01-11 05:45:00,46080.1,2024-01-11 06:00:00,45711.4592,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000023
2024-01-11 06:15:00,45780.4,2024-01-11 08:15:00,46238.204000000005,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000082
2024-01-12 14:45:00,45483.1,2024-01-12 15:15:00,45119.235199999996,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000066
2024-01-12 16:45:00,43662.0,2024-01-12 17:15:00,43312.704,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000049
2024-01-14 04:45:00,42600.1,2024-01-14 07:00:00,43026.101,TP,conservative,BB 하단 + RSI 과매도,1.000000000000009
2024-01-14 21:00:00,42566.6,2024-01-14 21:15:00,42226.0672,SL,conservative,BB 하단 + RSI 과매도,-0.800000000000002
2024-01-14 21:30:00,42310.0,2024-01-14 23:00:00,41971.52,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000076
2024-01-14 23:15:00,42038.2,2024-01-15 03:00:00,42458.581999999995,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999948
2024-01-18 11:00:00,42490.4,2024-01-18 16:30:00,42150.476800000004,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999939
2024-01-19 14:45:00,40973.2,2024-01-19 16:15:00,40645.414399999994,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000071
2024-01-19 16:45:00,40411.4,2024-01-19 17:30:00,40815.514,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000036
2024-01-19 18:45:00,41815.1,2024-01-20 18:45:00,41606.1,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.49981944321548916
2024-01-22 05:00:00,40827.7,2024-01-22 06:30:00,41235.977,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000047
2024-01-22 10:00:00,40795.7,2024-01-22 10:15:00,40469.3344,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999936
2024-01-22 10:30:00,40538.4,2024-01-22 13:00:00,41146.475999999995,TP,momentum,BB 찢고 큰 양봉,1.4999999999999842
2024-01-22 19:45:00,39811.1,2024-01-22 22:45:00,39412.989,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999929
2024-01-23 07:45:00,39776.9,2024-01-23 08:30:00,39458.6848,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999967
2024-01-23 09:30:00,39084.2,2024-01-23 11:30:00,38771.526399999995,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000049
2024-01-26 07:30:00,39936.4,2024-01-26 09:45:00,40335.764,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000036
2024-01-26 10:30:00,40633.1,2024-01-26 12:00:00,41445.762,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000098
2024-01-26 16:00:00,41613.1,2024-01-27 16:00:00,41848.9,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.5666484832901248
2024-01-27 19:30:00,41906.6,2024-01-28 04:45:00,42744.731999999996,TP,aggressive,BB 상단 돌파 + RSI 강세,1.999999999999995
2024-01-29 01:15:00,42179.8,2024-01-29 16:15:00,43023.396,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999944
2024-01-29 23:30:00,43245.0,2024-01-30 23:30:00,42812.55,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999932
2024-01-30 23:45:00,42919.0,2024-01-31 09:45:00,42575.648,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999976
2024-01-31 11:00:00,42488.1,2024-01-31 14:30:00,42912.981,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000029
2024-01-31 15:15:00,43002.4,2024-01-31 20:45:00,42572.376000000004,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999944
2024-01-31 21:00:00,42581.1,2024-02-01 00:30:00,42240.451199999996,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000063
2024-02-01 01:30:00,42028.0,2024-02-01 14:15:00,42448.28,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999972
2024-02-01 19:45:00,43201.1,2024-02-02 13:30:00,42769.089,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999967
2024-02-02 22:15:00,43128.5,2024-02-03 22:15:00,43038.3,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.20914244641013968
2024-02-04 07:00:00,42787.0,2024-02-04 22:30:00,42444.704,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000049
2024-02-05 16:00:00,42639.3,2024-02-05 22:00:00,42298.185600000004,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999965
2024-02-10 09:00:00,47091.4,2024-02-10 19:30:00,47562.314,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999936
2024-02-13 15:15:00,48970.1,2024-02-13 16:45:00,48578.339199999995,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000075
2024-02-16 07:00:00,51940.8,2024-02-16 11:30:00,52460.208000000006,TP,conservative,BB 하단 + RSI 과매도,1.000000000000006
2024-02-17 09:15:00,51760.0,2024-02-17 13:15:00,51345.92,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000033
2024-02-17 14:00:00,51240.0,2024-02-17 14:30:00,50830.08,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999965
2024-02-17 14:45:00,50883.8,2024-02-17 19:15:00,51392.638000000006,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000067
2024-02-18 03:00:00,51361.7,2024-02-18 09:00:00,51875.316999999995,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999969
2024-02-18 09:30:00,51936.5,2024-02-19 09:30:00,52393.0,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.8789579582759716
2024-02-20 05:15:00,51954.9,2024-02-20 13:30:00,52993.998,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999962
2024-02-20 15:30:00,51708.9,2024-02-20 17:00:00,51191.811,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999999
2024-02-20 19:45:00,52136.6,2024-02-21 07:00:00,51615.234,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000036
2024-02-21 10:15:00,51278.9,2024-02-21 12:00:00,50766.111000000004,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999941
2024-02-22 13:45:00,51180.0,2024-02-22 15:30:00,51691.8,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000058
2024-02-22 20:15:00,51949.9,2024-02-22 22:15:00,51430.401,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000067
2024-02-22 22:30:00,51400.1,2024-02-23 08:30:00,50886.098999999995,SL,momentum,BB 찢고 큰 양봉,-1.0000000000000075
2024-02-23 14:45:00,51151.9,2024-02-23 16:15:00,50640.381,SL,momentum,BB 찢고 큰 양봉,-1.0000000000000004
2024-02-26 02:00:00,51549.5,2024-02-26 09:15:00,51137.104,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000013
2024-02-29 17:45:00,61072.0,2024-02-29 18:45:00,60583.424,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000016
2024-03-01 16:00:00,61500.1,2024-03-01 17:30:00,62115.101,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000062
2024-03-03 07:45:00,61641.2,2024-03-03 12:00:00,62257.612,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000064
2024-03-05 05:15:00,66968.9,2024-03-05 07:45:00,66433.1488,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999983
2024-03-05 17:15:00,64506.5,2024-03-05 17:45:00,65151.565,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000036
2024-03-05 20:00:00,63128.1,2024-03-05 20:15:00,62496.818999999996,SL,momentum,BB 찢고 큰 양봉,-1.0000000000000042
2024-03-10 14:15:00,69347.2,2024-03-10 14:30:00,68792.4224,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000019
2024-03-10 21:30:00,69212.4,2024-03-10 22:15:00,68658.70079999999,SL,conservative,BB 하단 + RSI 과매도,-0.800000000000004
2024-03-10 23:00:00,68722.2,2024-03-11 00:45:00,68172.4224,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000019
2024-03-11 01:00:00,68226.5,2024-03-11 01:30:00,67680.688,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000078
2024-03-12 16:45:00,70580.4,2024-03-12 17:00:00,70015.75679999999,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000084
2024-03-14 14:00:00,72066.0,2024-03-14 14:45:00,71489.472,SL,conservative,BB 하단 + RSI 과매도,-0.800000000000008
2024-03-14 15:30:00,71138.8,2024-03-14 16:00:00,70569.6896,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000069
2024-03-15 03:00:00,69194.0,2024-03-15 03:15:00,68640.448,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999943
2024-03-15 03:30:00,68324.1,2024-03-15 04:00:00,67777.50720000001,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999977
2024-03-16 11:30:00,68343.4,2024-03-16 13:45:00,67796.6528,SL,conservative,BB 하단 + RSI 과매도,-0.799999999999997
2024-03-16 23:15:00,65389.8,2024-03-17 00:00:00,66043.698,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000016
2024-03-17 07:00:00,65207.4,2024-03-17 07:15:00,64685.7408,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000028
2024-03-18 14:45:00,67034.0,2024-03-18 16:15:00,67704.34,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999948
2024-03-19 02:00:00,66093.3,2024-03-19 02:45:00,65564.5536,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000054
2024-03-19 23:30:00,62070.3,2024-03-20 00:15:00,62691.003000000004,TP,conservative,BB 하단 + RSI 과매도,1.000000000000002
2024-03-22 09:45:00,65519.0,2024-03-22 10:15:00,64994.848,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000028
2024-03-22 10:30:00,64893.9,2024-03-22 11:45:00,64374.7488,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000004
2024-03-22 14:15:00,63090.6,2024-03-22 14:45:00,62585.875199999995,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000057
2024-03-24 00:00:00,64194.0,2024-03-24 08:00:00,64835.94,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000036
2024-03-24 08:30:00,64975.9,2024-03-24 20:00:00,66275.418,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000058
2024-03-24 23:00:00,67590.4,2024-03-25 00:00:00,66914.496,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999928
2024-03-25 04:45:00,67520.0,2024-03-25 07:45:00,66844.8,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999957
2024-03-25 13:45:00,68037.0,2024-03-25 14:15:00,69397.74,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000075
2024-03-25 21:30:00,70150.4,2024-03-26 07:15:00,71202.65599999999,TP,momentum,BB 찢고 큰 양봉,1.4999999999999913
2024-03-26 14:30:00,70031.7,2024-03-27 13:00:00,71082.17549999998,TP,momentum,BB 찢고 큰 양봉,1.49999999999998
2024-03-27 14:15:00,69830.0,2024-03-27 15:15:00,69131.7,SL,momentum,BB 찢고 큰 양봉,-1.0000000000000042
2024-03-28 00:15:00,69894.8,2024-03-28 02:30:00,69195.852,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000056
2024-03-28 06:30:00,70440.6,2024-03-29 06:30:00,70540.0,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.14111180200054255
2024-03-29 13:30:00,70558.1,2024-03-29 15:15:00,69852.519,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000078
2024-03-29 16:00:00,69478.0,2024-03-30 16:00:00,70008.0,Time Stop,momentum,BB 찢고 큰 양봉,0.762831399867584
2024-03-31 01:00:00,70038.0,2024-03-31 23:30:00,71438.76,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999925
2024-04-01 06:00:00,69309.2,2024-04-01 13:15:00,70002.292,TP,conservative,BB 하단 + RSI 과매도,1.000000000000006
2024-04-01 15:15:00,68857.9,2024-04-01 16:00:00,68169.321,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999971
2024-04-01 19:15:00,69397.0,2024-04-02 02:15:00,68703.03,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000018
2024-04-02 02:45:00,67031.6,2024-04-02 04:00:00,66495.3472,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000029
2024-04-02 11:30:00,65432.2,2024-04-02 13:15:00,64908.742399999996,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000025
2024-04-05 05:30:00,66833.4,2024-04-05 08:15:00,67501.734,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000038
2024-04-05 13:30:00,67338.0,2024-04-06 13:30:00,67680.1,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.5080340966467758
2024-04-06 14:30:00,67994.1,2024-04-06 23:00:00,69353.982,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999967
2024-04-07 08:30:00,69533.0,2024-04-08 08:00:00,70923.66,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000005
2024-04-08 08:45:00,71993.2,2024-04-09 01:00:00,71273.268,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.000000000000001
2024-04-09 08:15:00,70164.8,2024-04-09 09:00:00,70866.448,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000013
2024-04-09 14:00:00,70343.0,2024-04-09 14:30:00,69639.56999999999,SL,momentum,BB 찢고 큰 양봉,-1.0000000000000109
2024-04-09 14:45:00,69413.2,2024-04-09 15:00:00,68857.89439999999,SL,conservative,BB 하단 + RSI 과매도,-0.80000000000001
2024-04-09 15:15:00,68934.8,2024-04-09 17:00:00,68383.3216,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000105
2024-04-10 12:45:00,68016.9,2024-04-10 14:15:00,68697.06899999999,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999919
2024-04-10 19:45:00,70113.4,2024-04-11 19:45:00,70493.6,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.5422643888329644
2024-04-12 02:00:00,70573.3,2024-04-12 13:30:00,69867.567,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000107
2024-04-12 13:45:00,69912.0,2024-04-12 14:45:00,69352.704,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000029
2024-04-12 15:00:00,69423.6,2024-04-12 16:15:00,68868.2112,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000009
2024-04-12 17:30:00,68182.1,2024-04-12 18:15:00,67636.6432,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999998
2024-04-12 19:00:00,66595.1,2024-04-12 19:30:00,67261.051,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000013
2024-04-13 20:30:00,62436.2,2024-04-13 20:45:00,61936.710399999996,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000013
2024-04-13 21:00:00,62027.8,2024-04-13 21:45:00,62648.078,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999974
2024-04-14 03:15:00,62696.9,2024-04-14 04:00:00,63637.3535,TP,momentum,BB 찢고 큰 양봉,1.4999999999999936
2024-04-14 11:45:00,64156.2,2024-04-14 14:30:00,63514.638,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999971
2024-04-14 17:30:00,63864.6,2024-04-14 22:00:00,64822.568999999996,TP,momentum,BB 찢고 큰 양봉,1.4999999999999958
2024-04-15 06:15:00,66304.0,2024-04-15 13:45:00,65640.96,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999903
2024-04-15 14:15:00,65336.2,2024-04-15 14:30:00,64813.5104,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999967
2024-04-15 15:00:00,64449.9,2024-04-15 16:30:00,63934.300800000005,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999952
2024-04-17 10:15:00,62937.9,2024-04-17 12:15:00,62434.3968,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999986
2024-04-17 12:45:00,62289.0,2024-04-17 13:30:00,62911.89,TP,conservative,BB 하단 + RSI 과매도,0.999999999999999
2024-04-17 14:30:00,61799.0,2024-04-17 14:45:00,61181.01,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999967
2024-04-17 15:30:00,60423.9,2024-04-17 16:00:00,59940.5088,SL,conservative,BB 하단 + RSI 과매도,-0.799999999999997
2024-04-19 02:30:00,60239.8,2024-04-19 02:45:00,60842.198000000004,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000018
2024-04-20 09:15:00,63563.8,2024-04-20 15:30:00,64199.438,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999984
2024-04-20 17:15:00,65220.0,2024-04-20 22:00:00,64567.8,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999956
2024-04-23 04:30:00,66353.1,2024-04-23 11:30:00,65822.2752,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000032
2024-04-24 10:15:00,66314.0,2024-04-24 13:30:00,65783.488,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000037
2024-04-24 14:45:00,65210.1,2024-04-24 15:15:00,64688.4192,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000029
2024-04-24 15:45:00,64596.4,2024-04-24 18:45:00,64079.6288,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000044
2024-04-26 00:45:00,64275.5,2024-04-26 13:15:00,63761.296,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999967
2024-04-27 01:30:00,62665.5,2024-04-27 02:30:00,63292.155,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999981
2024-04-28 10:15:00,63568.2,2024-04-28 22:30:00,63059.6544,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999964
2024-04-29 04:00:00,62435.0,2024-04-29 06:45:00,61935.52,SL,conservative,BB 하단 + RSI 과매도,-0.800000000000005
2024-04-30 09:00:00,62030.0,2024-04-30 09:30:00,61533.76,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999967
2024-04-30 14:15:00,60811.9,2024-04-30 14:45:00,61420.019,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999979
2024-05-09 09:30:00,61059.7,2024-05-09 11:00:00,60571.2224,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999974
2024-05-10 15:15:00,61186.4,2024-05-10 16:00:00,60696.9088,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000066
2024-05-12 07:45:00,60789.3,2024-05-12 15:30:00,61397.19300000001,TP,conservative,BB 하단 + RSI 과매도,1.000000000000006
2024-05-13 03:30:00,60909.3,2024-05-13 06:45:00,61518.393000000004,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000013
2024-05-13 16:15:00,63176.9,2024-05-13 18:15:00,62545.131,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000004
2024-05-14 06:30:00,61974.4,2024-05-14 12:30:00,61354.656,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999979
2024-05-16 17:30:00,64723.6,2024-05-16 19:15:00,65370.835999999996,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999957
2024-05-17 03:15:00,65610.6,2024-05-17 15:00:00,66922.812,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999991
2024-05-18 07:15:00,67152.2,2024-05-18 14:30:00,66480.678,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999959
2024-05-18 20:15:00,66962.9,2024-05-19 19:00:00,66293.271,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000013
2024-05-19 19:15:00,66360.0,2024-05-19 19:45:00,65829.12,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000069
2024-05-21 15:00:00,70277.0,2024-05-21 15:45:00,69714.784,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000005
