type,trendline_H1,trendline_H2,trendline_H3,breakout_time,breakout_price,breakout_pct,trendline_L1,trendline_L2,trendline_L3
하락추세선 돌파 (상승),28347.2,28299.9,27395.8,2023-04-22 14:45:00,27494.6,0.3606392220705337,,,
하락추세선 돌파 (상승),27756.7,27726.7,27678.3,2023-04-24 00:45:00,27864.7,0.6734517654624795,,,
하락추세선 돌파 (상승),27989.0,27700.0,27569.9,2023-04-25 00:15:00,27584.4,0.05259358938552552,,,
하락추세선 돌파 (상승),29893.7,29480.0,29277.3,2023-04-27 15:15:00,29594.6,1.0837748016381268,,,
하락추세선 돌파 (상승),29480.0,29277.3,29135.6,2023-04-27 15:15:00,29594.6,1.575392303573635,,,
하락추세선 돌파 (상승),29471.9,29432.2,29422.2,2023-04-29 04:15:00,29427.9,0.01937312641475052,,,
하락추세선 돌파 (상승),28608.8,28167.2,28150.0,2023-05-02 12:30:00,28238.0,0.3126110124333925,,,
하락추세선 돌파 (상승),28869.0,28796.5,28757.6,2023-05-03 17:30:00,28768.8,0.038946226388852784,,,
하락추세선 돌파 (상승),29384.2,28964.8,28911.8,2023-05-05 00:30:00,28931.7,0.06883002787789573,,,
하락추세선 돌파 (상승),29833.0,29424.2,28953.0,2023-05-07 01:15:00,29129.3,0.6089179014264473,,,
하락추세선 돌파 (상승),28944.7,28250.0,27963.0,2023-05-08 14:45:00,27977.5,0.05185423595465437,,,
하락추세선 돌파 (상승),28076.0,27739.1,27659.3,2023-05-09 11:45:00,27714.0,0.19776350088397293,,,
하락추세선 돌파 (상승),28286.9,27970.4,27544.9,2023-05-11 12:30:00,27618.0,0.2653848806857115,,,
하락추세선 돌파 (상승),27648.0,27273.0,27126.0,2023-05-16 16:45:00,27147.5,0.0792597507925975,,,
하락추세선 돌파 (상승),27565.2,27474.6,27443.6,2023-05-18 12:00:00,27468.6,0.09109592036030259,,,
하락추세선 돌파 (상승),27468.6,27049.0,26952.8,2023-05-19 12:00:00,26983.8,0.11501587961176575,,,
하락추세선 돌파 (상승),27172.9,26907.6,26864.6,2023-05-20 08:15:00,26876.0,0.04243502601937664,,,
하락추세선 돌파 (상승),26967.7,26916.6,26900.0,2023-05-22 13:30:00,27099.3,0.7408921933085475,,,
하락추세선 돌파 (상승),26840.4,26492.8,26286.6,2023-05-25 11:45:00,26333.3,0.17765705720785774,,,
하락추세선 돌파 (상승),26627.4,26538.9,26537.3,2023-05-26 13:30:00,26584.3,0.1771092010114066,,,
하락추세선 돌파 (상승),26929.9,26772.3,26764.5,2023-05-27 18:30:00,26843.0,0.29329895944254514,,,
하락추세선 돌파 (상승),27964.9,27937.1,27822.0,2023-05-30 03:15:00,27930.0,0.38818201423334053,,,
하락추세선 돌파 (상승),27860.0,27824.0,27212.5,2023-05-31 23:30:00,27296.8,0.30978410656866984,,,
하락추세선 돌파 (상승),27293.4,27291.9,27209.3,2023-06-03 15:15:00,27233.2,0.0878376143451006,,,
하락추세선 돌파 (상승),27291.9,27209.3,27172.8,2023-06-03 13:30:00,27175.6,0.010304422069125274,,,
하락추세선 돌파 (상승),26812.2,25854.9,25799.9,2023-06-06 14:00:00,26118.0,1.232950515312069,,,
하락추세선 돌파 (상승),25854.9,25799.9,25780.0,2023-06-06 14:00:00,26118.0,1.3110938712179985,,,
하락추세선 돌파 (상승),27397.0,26979.0,26457.3,2023-06-08 06:30:00,26488.5,0.11792586545112589,,,
하락추세선 돌파 (상승),26810.5,26638.7,26585.7,2023-06-09 08:15:00,26619.6,0.1275121587921244,,,
하락추세선 돌파 (상승),26527.7,25748.0,25723.0,2023-06-10 17:00:00,25775.0,0.20215371457450532,,,
하락추세선 돌파 (상승),26145.7,25917.0,25819.5,2023-06-11 11:30:00,25835.9,0.06351788377002442,,,
하락추세선 돌파 (상승),26196.8,26095.0,25964.7,2023-06-13 00:15:00,26019.7,0.21182605614545902,,,
하락추세선 돌파 (상승),26098.4,25197.4,25103.0,2023-06-15 17:45:00,25158.8,0.22228418914073725,,,
하락추세선 돌파 (상승),25750.0,25623.2,25616.8,2023-06-16 14:45:00,25720.0,0.40286062271634526,,,
하락추세선 돌파 (상승),27166.0,27023.7,26968.8,2023-06-20 15:45:00,27123.6,0.5739966183144941,,,
하락추세선 돌파 (상승),30800.0,30497.6,30236.8,2023-06-22 13:15:00,30315.5,0.2602788654884139,,,
하락추세선 돌파 (상승),30350.0,30262.0,30079.7,2023-06-23 09:45:00,30171.7,0.30585411423651165,,,
하락추세선 돌파 (상승),31042.1,30733.0,30564.7,2023-06-26 07:15:00,30565.0,0.0009815244383202598,,,
하락추세선 돌파 (상승),30733.0,30564.7,30317.0,2023-06-26 06:30:00,30337.3,0.06695913184021926,,,
하락추세선 돌파 (상승),30770.0,30730.7,30369.0,2023-06-28 14:30:00,30490.0,0.39843261220323356,,,
하락추세선 돌파 (상승),30790.0,30782.4,30747.0,2023-07-03 15:00:00,30942.9,0.6371353302761292,,,
하락추세선 돌파 (상승),31399.4,31319.2,31073.4,2023-07-04 16:15:00,31120.8,0.1525420456081337,,,
하락추세선 돌파 (상승),30869.1,30588.2,30550.0,2023-07-06 05:30:00,30582.0,0.10474631751227496,,,
하락추세선 돌파 (상승),30445.6,30377.1,30296.5,2023-07-08 16:30:00,30307.2,0.03531761094516108,,,
하락추세선 돌파 (상승),30962.2,30523.9,30424.9,2023-07-13 09:00:00,30513.6,0.29153752354156326,,,
하락추세선 돌파 (상승),30360.9,30338.0,30322.0,2023-07-16 10:15:00,30339.0,0.05606490337049007,,,
하락추세선 돌파 (상승),30059.4,30018.0,29930.3,2023-07-19 00:30:00,30049.5,0.39825862086247293,,,
하락추세선 돌파 (상승),30124.7,30100.0,30035.0,2023-07-20 05:15:00,30073.4,0.12785084068587135,,,
하락추세선 돌파 (상승),29520.0,29460.7,29287.0,2023-08-01 01:00:00,29334.9,0.16355379519924013,,,
하락추세선 돌파 (상승),30040.0,29600.0,29225.8,2023-08-03 01:45:00,29279.2,0.18271527212258162,,,
하락추세선 돌파 (상승),29433.0,29357.0,29249.0,2023-08-04 12:30:00,29266.0,0.05812164518445075,,,
하락추세선 돌파 (상승),29320.0,29140.7,29078.0,2023-08-05 18:45:00,29090.0,0.04126831281381113,,,
하락추세선 돌파 (상승),29140.7,29078.0,29076.9,2023-08-05 18:45:00,29090.0,0.045052945809211244,,,
하락추세선 돌파 (상승),30129.0,29649.2,29608.9,2023-08-10 12:30:00,29625.3,0.05538875135515949,,,
하락추세선 돌파 (상승),29732.3,29478.0,29474.3,2023-08-11 14:00:00,29573.0,0.33486800365064046,,,
하락추세선 돌파 (상승),29446.5,29442.5,29411.9,2023-08-12 07:45:00,29413.8,0.006459970284129272,,,
하락추세선 돌파 (상승),29680.0,29460.0,29448.0,2023-08-15 14:30:00,29454.9,0.02343113284434072,,,
하락추세선 돌파 (상승),29496.1,29258.7,29217.0,2023-08-16 18:15:00,29230.0,0.04449464352945203,,,
하락추세선 돌파 (상승),29258.7,29217.0,29207.6,2023-08-16 18:15:00,29230.0,0.0766923677399083,,,
하락추세선 돌파 (상승),26320.8,26147.5,25985.4,2023-08-19 14:15:00,26038.7,0.20511518006264776,,,
하락추세선 돌파 (상승),26307.0,26174.6,26079.5,2023-08-21 13:45:00,26133.0,0.2051419697463525,,,
하락추세선 돌파 (상승),26279.7,26100.2,26044.0,2023-08-22 23:45:00,26063.8,0.07602518814313959,,,
하락추세선 돌파 (상승),26115.0,26070.8,26040.1,2023-08-26 14:30:00,26049.0,0.03417805615186369,,,
하락추세선 돌파 (상승),28140.8,27775.8,27464.2,2023-08-30 08:30:00,27494.0,0.10850489000225484,,,
하락추세선 돌파 (상승),27463.1,27346.1,27282.1,2023-08-31 11:15:00,27323.9,0.1532140121178462,,,
하락추세선 돌파 (상승),26145.0,25923.5,25829.0,2023-09-02 05:30:00,25838.0,0.034844554570444074,,,
하락추세선 돌파 (상승),25936.6,25858.8,25794.1,2023-09-05 12:45:00,25830.5,0.14111754238372906,,,
하락추세선 돌파 (상승),25856.9,25779.5,25777.2,2023-09-06 17:45:00,26052.4,1.0676101360892598,,,
하락추세선 돌파 (상승),25947.9,25928.9,25892.3,2023-09-09 15:00:00,25912.0,0.07608439574700095,,,
하락추세선 돌파 (상승),25864.0,25861.0,25822.1,2023-09-10 19:45:00,25858.0,0.13902819677718486,,,
하락추세선 돌파 (상승),25890.0,25746.4,25210.0,2023-09-12 00:45:00,25228.0,0.07140023800079334,,,
하락추세선 돌파 (상승),26890.9,26765.4,26569.0,2023-09-16 17:30:00,26617.2,0.18141443035116386,,,
하락추세선 돌파 (상승),26765.4,26569.0,26564.9,2023-09-16 17:30:00,26617.2,0.19687632929165652,,,
하락추세선 돌파 (상승),27400.0,27346.0,26869.9,2023-09-19 08:00:00,26891.2,0.07927085698122907,,,
하락추세선 돌파 (상승),27470.7,27383.1,27186.2,2023-09-20 13:45:00,27195.9,0.03567986699134387,,,
하락추세선 돌파 (상승),27086.9,26690.7,26654.0,2023-09-22 05:45:00,26663.0,0.03376603886846252,,,
하락추세선 돌파 (상승),26624.8,26603.5,26576.2,2023-09-23 12:45:00,26578.0,0.006772977325574281,,,
하락추세선 돌파 (상승),26320.3,26285.0,26274.5,2023-09-27 04:00:00,26279.9,0.020552246474724374,,,
하락추세선 돌파 (상승),26838.7,26545.0,26498.3,2023-09-28 10:30:00,26618.4,0.45323662272674925,,,
하락추세선 돌파 (상승),27106.6,26978.0,26930.2,2023-09-30 05:15:00,26942.0,0.04381697870791629,,,
하락추세선 돌파 (상승),27662.0,27571.0,27484.8,2023-10-04 02:15:00,27516.1,0.11388112702293367,,,
하락추세선 돌파 (상승),27571.0,27484.8,27460.8,2023-10-04 02:15:00,27516.1,0.20137796422536589,,,
하락추세선 돌파 (상승),27979.8,27971.5,27570.1,2023-10-09 17:45:00,27586.0,0.05767117275599818,,,
하락추세선 돌파 (상승),27721.7,27619.0,27460.0,2023-10-11 00:45:00,27464.0,0.014566642388929352,,,
하락추세선 돌파 (상승),26910.0,26858.2,26799.9,2023-10-13 00:15:00,26837.5,0.14029903096652802,,,
하락추세선 돌파 (상승),26978.8,26944.6,26895.3,2023-10-15 08:30:00,26899.2,0.014500674839103693,,,
하락추세선 돌파 (상승),28600.0,28596.8,28546.3,2023-10-18 04:45:00,28993.7,1.5672784213716016,,,
하락추세선 돌파 (상승),28993.7,28429.1,28405.0,2023-10-19 10:00:00,28507.7,0.3615560640732291,,,
하락추세선 돌파 (상승),28429.1,28405.0,28333.0,2023-10-19 08:00:00,28358.5,0.0900010588359863,,,
하락추세선 돌파 (상승),30260.0,29781.0,29720.0,2023-10-21 09:45:00,29855.3,0.4552489905787324,,,
하락추세선 돌파 (상승),30321.0,29956.4,29939.6,2023-10-22 22:30:00,30047.0,0.35872222741787285,,,
하락추세선 돌파 (상승),35299.9,34911.8,34351.5,2023-10-25 01:15:00,34389.0,0.10916553862276757,,,
하락추세선 돌파 (상승),34276.3,34240.8,33889.9,2023-10-27 23:30:00,33974.2,0.24874667673848444,,,
하락추세선 돌파 (상승),34795.0,34747.4,34369.7,2023-10-30 08:30:00,34475.0,0.30637451010629396,,,
하락추세선 돌파 (상승),34761.0,34699.7,34532.2,2023-11-01 12:45:00,34947.5,1.2026456466718105,,,
하락추세선 돌파 (상승),35513.1,35116.0,34623.1,2023-11-03 14:00:00,34624.2,0.0031770696442506444,,,
하락추세선 돌파 (상승),35449.0,35310.9,35126.3,2023-11-06 22:30:00,35171.0,0.12725507668042774,,,
하락추세선 돌파 (상승),35171.0,35007.9,34867.0,2023-11-07 17:45:00,34882.0,0.04302062121777038,,,
하락추세선 돌파 (상승),37218.1,37215.1,37202.8,2023-11-12 14:15:00,37231.8,0.07795112195856226,,,
하락추세선 돌파 (상승),36786.2,36719.6,35689.0,2023-11-15 08:00:00,35755.3,0.1857715262405865,,,
하락추세선 돌파 (상승),37583.1,36710.0,36640.0,2023-11-17 17:00:00,36939.1,0.816320960698686,,,
하락추세선 돌파 (상승),36939.1,36760.0,36564.3,2023-11-18 14:30:00,36585.0,0.056612597533651915,,,
하락추세선 돌파 (상승),36898.2,36796.2,36734.7,2023-11-19 18:15:00,36790.2,0.15108330815278198,,,
하락추세선 돌파 (상승),37549.7,37199.4,36802.9,2023-11-22 18:15:00,37165.0,0.9838898565058691,,,
하락추세선 돌파 (상승),37199.4,36802.9,36674.9,2023-11-22 18:00:00,36741.0,0.18023225693866524,,,
하락추세선 돌파 (상승),37888.0,37677.0,37417.9,2023-11-24 01:00:00,37444.0,0.06975271193733092,,,
하락추세선 돌파 (상승),37827.0,37769.6,37434.1,2023-11-27 09:15:00,37478.3,0.11807416232794263,,,
하락추세선 돌파 (상승),38600.1,37945.3,37880.5,2023-11-30 02:30:00,37921.4,0.10797111970539316,,,
하락추세선 돌파 (상승),38145.0,37978.3,37817.0,2023-12-01 01:15:00,37888.0,0.1877462516857498,,,
하락추세선 돌파 (상승),37978.3,37817.0,37812.0,2023-12-01 01:15:00,37888.0,0.20099439331429178,,,
하락추세선 돌파 (상승),39031.6,38933.0,38797.3,2023-12-02 04:30:00,38819.9,0.058251476262519676,,,
하락추세선 돌파 (상승),39779.8,39568.6,39503.8,2023-12-03 10:30:00,39512.4,0.02177005756407876,,,
하락추세선 돌파 (상승),44087.7,43972.6,43488.0,2023-12-08 02:00:00,43536.0,0.11037527593818984,,,
하락추세선 돌파 (상승),44179.4,44140.0,44016.0,2023-12-10 07:45:00,44048.5,0.07383678662304617,,,
하락추세선 돌파 (상승),44114.6,42520.0,41975.0,2023-12-12 07:45:00,42095.1,0.28612269207861474,,,
하락추세선 돌파 (상승),42104.8,41588.8,41315.5,2023-12-13 13:00:00,41395.0,0.19242173034333362,,,
하락추세선 돌파 (상승),43475.0,43070.2,42288.9,2023-12-16 03:45:00,42436.5,0.34902775905733785,,,
하락추세선 돌파 (상승),43548.0,43313.4,42559.5,2023-12-20 04:15:00,42752.4,0.45324780601276204,,,
하락추세선 돌파 (상승),43313.4,42559.5,42515.0,2023-12-20 04:15:00,42752.4,0.5583911560625696,,,
하락추세선 돌파 (상승),44297.9,44290.0,44183.7,2023-12-22 01:30:00,44268.0,0.19079434271010104,,,
하락추세선 돌파 (상승),43899.8,43877.5,43866.0,2023-12-24 01:00:00,43934.4,0.15592942141978175,,,
하락추세선 돌파 (상승),43666.6,43244.2,42805.1,2023-12-29 03:30:00,42863.3,0.13596510696156386,,,
하락추세선 돌파 (상승),43244.2,42805.1,42791.4,2023-12-29 03:30:00,42863.3,0.16802441612099966,,,
하락추세선 돌파 (상승),42317.0,42250.0,42200.0,2023-12-30 14:00:00,42296.7,0.22914691943127274,,,
하락추세선 돌파 (상승),45946.5,45864.3,45369.9,2024-01-03 01:45:00,45390.7,0.04584537325406411,,,
하락추세선 돌파 (상승),45567.8,43615.5,43270.0,2024-01-04 05:30:00,43317.1,0.10885139819736202,,,
하락추세선 돌파 (상승),44875.5,44391.2,44300.0,2024-01-05 20:45:00,44436.4,0.3079006772009062,,,
하락추세선 돌파 (상승),47318.3,47009.3,46957.0,2024-01-09 12:45:00,47065.0,0.2299976574312669,,,
하락추세선 돌파 (상승),43267.6,43259.0,43074.4,2024-01-14 07:00:00,43078.8,0.010214884014638522,,,
하락추세선 돌파 (상승),42952.5,42884.7,42800.0,2024-01-18 06:00:00,42870.0,0.1635514018691589,,,
하락추세선 돌파 (상승),42199.0,41789.1,41695.7,2024-01-20 20:15:00,41762.2,0.15948886815666843,,,
하락추세선 돌파 (상승),41250.0,40180.0,39661.8,2024-01-23 23:15:00,39839.8,0.4487945579877867,,,
하락추세선 돌파 (상승),40565.3,40185.9,40175.0,2024-01-25 11:00:00,40264.2,0.22202862476663868,,,
하락추세선 돌파 (상승),40324.3,40045.0,39987.1,2024-01-26 02:00:00,40107.0,0.29984670056093454,,,
하락추세선 돌파 (상승),42541.2,42484.9,42368.9,2024-01-29 15:45:00,42642.7,0.6462287196504881,,,
하락추세선 돌파 (상승),43430.5,43243.7,43232.9,2024-02-02 15:45:00,43247.0,0.03261405087328989,,,
하락추세선 돌파 (상승),43476.7,43377.8,43109.9,2024-02-03 15:30:00,43167.6,0.13384396623512718,,,
하락추세선 돌파 (상승),43370.4,43305.1,43037.9,2024-02-07 09:30:00,43191.8,0.35759179699753346,,,
하락추세선 돌파 (상승),48230.0,47489.6,47388.3,2024-02-10 19:15:00,47555.0,0.35177459415087076,,,
하락추세선 돌파 (상승),48603.5,48485.0,48431.7,2024-02-12 00:15:00,48766.5,0.6912827755375156,,,
하락추세선 돌파 (상승),50430.5,50296.0,49798.0,2024-02-14 07:15:00,49880.0,0.16466524760030524,,,
하락추세선 돌파 (상승),52272.0,52092.4,51845.2,2024-02-17 21:15:00,52000.0,0.2985811608403534,,,
하락추세선 돌파 (상승),52113.0,52111.6,52027.6,2024-02-18 22:00:00,52366.0,0.6504240057200437,,,
하락추세선 돌파 (상승),52517.5,52150.7,52105.1,2024-02-20 10:30:00,52141.9,0.07062648377990428,,,
하락추세선 돌파 (상승),53120.0,52555.0,51459.3,2024-02-21 22:45:00,51559.0,0.19374534826551681,,,
하락추세선 돌파 (상승),52555.0,51459.3,51437.4,2024-02-21 22:00:00,51439.7,0.004471454622503537,,,
하락추세선 돌파 (상승),52119.7,51571.7,51300.0,2024-02-23 14:15:00,51375.3,0.14678362573099984,,,
하락추세선 돌파 (상승),51375.3,51227.7,51208.0,2024-02-24 13:30:00,51222.4,0.028120606155291078,,,
하락추세선 돌파 (상승),51936.0,51841.5,51734.4,2024-02-25 14:30:00,51808.8,0.14381146780479032,,,
하락추세선 돌파 (상승),63649.1,62380.0,61816.2,2024-03-01 06:15:00,61848.0,0.05144282566706286,,,
하락추세선 돌파 (상승),63181.9,62499.0,62250.0,2024-03-02 20:00:00,62277.0,0.043373493975903614,,,
하락추세선 돌파 (상승),67700.0,67579.6,66550.0,2024-03-07 08:00:00,66944.0,0.5920360631104433,,,
하락추세선 돌파 (상승),68160.3,67983.8,67337.4,2024-03-08 06:45:00,67693.5,0.5288294469344017,,,
하락추세선 돌파 (상승),70029.1,69849.8,68873.5,2024-03-11 06:45:00,69448.0,0.8341379485578634,,,
하락추세선 돌파 (상승),72850.0,72578.6,72433.0,2024-03-12 11:15:00,72460.0,0.037275827316278494,,,
하락추세선 돌파 (상승),72525.0,68892.6,68790.0,2024-03-15 18:30:00,69382.1,0.8607355720308268,,,
하락추세선 돌파 (상승),69511.0,68571.2,66619.1,2024-03-17 08:45:00,66775.0,0.23401697110887743,,,
하락추세선 돌파 (상승),69040.0,68686.3,68140.0,2024-03-19 00:15:00,68174.9,0.05121808042265069,,,
하락추세선 돌파 (상승),68174.9,65782.8,63505.9,2024-03-20 11:15:00,63999.0,0.7764632892376906,,,
하락추세선 돌파 (상승),71213.0,70829.5,70647.8,2024-03-27 13:00:00,71395.8,1.058773238515566,,,
하락추세선 돌파 (상승),71165.0,70740.0,70249.7,2024-03-30 05:00:00,70400.0,0.21395109160608933,,,
하락추세선 돌파 (상승),67157.5,66308.3,66219.2,2024-04-03 03:45:00,66345.0,0.18997511295817968,,,
하락추세선 돌파 (상승),69315.8,68775.9,67696.2,2024-04-05 14:00:00,67950.0,0.3749102608418241,,,
하락추세선 돌파 (상승),68591.0,68068.7,68050.0,2024-04-06 05:30:00,68220.2,0.25011021307861436,,,
하락추세선 돌파 (상승),71716.6,71033.3,69464.6,2024-04-10 02:00:00,69648.2,0.26430728745287707,,,
하락추세선 돌파 (상승),69648.2,69559.9,69267.2,2024-04-10 16:30:00,69312.1,0.06482144507069541,,,
하락추세선 돌파 (상승),71341.7,71101.0,70800.0,2024-04-12 02:15:00,70809.5,0.013418079096045197,,,
하락추세선 돌파 (상승),70998.9,67937.6,67831.8,2024-04-13 15:15:00,67937.0,0.15508950079460826,,,
하락추세선 돌파 (상승),65597.3,64870.5,64842.1,2024-04-14 22:00:00,65398.0,0.857313381275439,,,
하락추세선 돌파 (상승),64870.5,64842.1,64747.0,2024-04-14 22:00:00,65398.0,1.0054519900535932,,,
하락추세선 돌파 (상승),63899.4,63786.7,63433.7,2024-04-16 21:15:00,63748.0,0.4954779557238549,,,
하락추세선 돌파 (상승),63786.7,63433.7,63277.7,2024-04-16 21:00:00,63432.5,0.24463594599677757,,,
하락추세선 돌파 (상승),64479.9,61946.4,61746.8,2024-04-18 02:00:00,61887.1,0.22721825260579595,,,
하락추세선 돌파 (상승),67198.9,66620.0,66300.0,2024-04-23 13:30:00,66445.7,0.21975867269984475,,,
하락추세선 돌파 (상승),67110.0,66897.4,66887.0,2024-04-24 04:45:00,67084.5,0.29527411903658407,,,
하락추세선 돌파 (상승),66714.5,64710.0,64298.8,2024-04-25 16:45:00,64525.0,0.3517950568284277,,,
하락추세선 돌파 (상승),65272.3,64638.0,64593.9,2024-04-26 14:00:00,64766.5,0.26720789424388147,,,
하락추세선 돌파 (상승),64798.0,64140.0,63389.6,2024-04-27 17:45:00,63623.0,0.3681991998687505,,,
하락추세선 돌파 (상승),64336.8,64050.5,63862.4,2024-04-28 18:45:00,63968.3,0.1658252743398329,,,
하락추세선 돌파 (상승),63968.3,63343.2,62669.9,2024-04-29 13:00:00,62692.2,0.035583270437635345,,,
하락추세선 돌파 (상승),61554.6,61049.0,58265.7,2024-05-01 18:30:00,58708.4,0.7597952139938324,,,
하락추세선 돌파 (상승),64183.7,64178.9,63936.0,2024-05-05 13:15:00,64259.0,0.5051926926926926,,,
하락추세선 돌파 (상승),64305.3,63024.5,62499.4,2024-05-08 14:15:00,62655.0,0.24896239003894205,,,
하락추세선 돌파 (상승),62767.4,61788.0,61759.5,2024-05-09 15:00:00,61998.9,0.38763267189663364,,,
하락추세선 돌파 (상승),62752.9,62288.5,61774.4,2024-05-15 02:00:00,61881.0,0.17256339195524123,,,
하락추세선 돌파 (상승),67443.8,67080.1,67044.0,2024-05-18 07:15:00,67221.7,0.26504981802994615,,,
하락추세선 돌파 (상승),70403.9,70398.9,70336.5,2024-05-22 15:30:00,70658.0,0.45708842492873547,,,
하락추세선 돌파 (상승),70713.0,70013.8,69690.4,2024-05-23 06:45:00,69756.6,0.09499156268296874,,,
하락추세선 돌파 (상승),69424.5,69349.0,68940.0,2024-05-27 13:15:00,69085.3,0.21076298230345653,,,
하락추세선 돌파 (상승),70737.9,68925.0,68497.1,2024-05-28 19:45:00,68659.2,0.23665235462521955,,,
하락추세선 돌파 (상승),68989.0,68325.4,67885.3,2024-05-30 01:45:00,67912.0,0.03933104810613946,,,
하락추세선 돌파 (상승),69077.0,68072.5,67845.0,2024-06-01 12:45:00,67913.5,0.10096543592011202,,,
하락추세선 돌파 (상승),69547.8,69418.4,69252.3,2024-06-04 13:00:00,69318.8,0.09602569156547869,,,
하락추세선 돌파 (상승),71819.6,71320.1,71274.0,2024-06-06 12:00:00,71304.8,0.04321351404439615,,,
하락추세선 돌파 (상승),72169.0,69598.9,69580.0,2024-06-08 07:30:00,69592.8,0.01839609083070266,,,
하락추세선 돌파 (상승),69529.6,69526.6,69459.3,2024-06-09 12:30:00,69548.8,0.12885243588691506,,,
하락추세선 돌파 (상승),69526.6,69459.3,69420.0,2024-06-09 12:30:00,69548.8,0.18553730913281893,,,
하락추세선 돌파 (상승),69864.7,69808.4,69569.4,2024-06-10 14:30:00,69669.9,0.14446006433863165,,,
하락추세선 돌파 (상승),67341.0,66600.0,66261.1,2024-06-15 04:00:00,66326.0,0.0979458536003691,,,
하락추세선 돌파 (상승),67289.9,65828.0,65307.5,2024-06-19 01:00:00,65442.2,0.20625502430807655,,,
하락추세선 돌파 (상승),65642.1,65512.6,65246.5,2024-06-20 01:15:00,65307.2,0.0930318101354051,,,
하락추세선 돌파 (상승),65512.6,65246.5,65089.5,2024-06-20 01:00:00,65150.0,0.09294893953709892,,,
하락추세선 돌파 (상승),65175.8,65070.7,64339.8,2024-06-21 20:00:00,64397.7,0.08999095427712579,,,
하락추세선 돌파 (상승),62951.7,61673.3,61555.0,2024-06-25 09:45:00,61588.8,0.05491024287223281,,,
하락추세선 돌파 (상승),62218.0,61859.6,60959.8,2024-06-29 07:15:00,61100.0,0.22998763119301097,,,
하락추세선 돌파 (상승),61198.9,61074.0,61040.8,2024-06-30 07:00:00,61749.0,1.1602075988519107,,,
하락추세선 돌파 (상승),57035.1,56977.8,56660.5,2024-07-06 09:45:00,56747.5,0.15354612119554187,,,
하락추세선 돌파 (상승),57974.1,57557.0,57390.0,2024-07-12 12:00:00,57437.7,0.08311552535284386,,,
하락추세선 돌파 (상승),65977.0,65384.9,64729.4,2024-07-18 02:00:00,65132.9,0.6233643444864312,,,
하락추세선 돌파 (상승),67599.9,67398.0,67036.4,2024-07-21 14:15:00,67168.3,0.19675877582926404,,,
하락추세선 돌파 (상승),68249.8,67686.0,67141.7,2024-07-23 14:30:00,67347.2,0.30606910459520686,,,
하락추세선 돌파 (상승),66693.1,65618.0,64463.7,2024-07-25 14:30:00,64746.5,0.4386965067161875,,,
하락추세선 돌파 (상승),69222.0,68315.5,68118.0,2024-07-28 18:15:00,68279.3,0.23679497342846664,,,
하락추세선 돌파 (상승),66924.6,66547.9,66339.4,2024-07-31 00:45:00,66416.9,0.11682348649520496,,,
하락추세선 돌파 (상승),65490.0,61943.3,61870.2,2024-08-03 11:15:00,61889.0,0.030386195615987842,,,
하락추세선 돌파 (상승),61056.8,59559.4,55555.0,2024-08-06 00:15:00,55754.9,0.359823598235985,,,
하락추세선 돌파 (상승),59559.4,55555.0,55188.0,2024-08-06 00:15:00,55754.9,1.0272160614626393,,,
하락추세선 돌파 (상승),57762.5,57467.8,55587.1,2024-08-08 01:00:00,55903.0,0.568297320781263,,,
하락추세선 돌파 (상승),61880.0,60744.4,58805.9,2024-08-12 07:30:00,58998.9,0.32819836104880634,,,
하락추세선 돌파 (상승),60691.5,59902.3,59465.5,2024-08-13 14:00:00,59569.8,0.17539581774306598,,,
하락추세선 돌파 (상승),61950.3,59057.3,58612.0,2024-08-15 11:15:00,58798.0,0.3173411588070702,,,
하락추세선 돌파 (상승),60249.8,59844.0,58740.0,2024-08-19 13:15:00,58930.0,0.32345931222335716,,,
하락추세선 돌파 (상승),59844.0,58740.0,58724.0,2024-08-19 13:15:00,58930.0,0.35079354267420476,,,
하락추세선 돌파 (상승),60930.0,59743.0,59484.8,2024-08-21 06:00:00,59547.0,0.10456452740867765,,,
하락추세선 돌파 (상승),65041.9,64485.0,64224.9,2024-08-24 16:15:00,64338.6,0.1770341409640141,,,
하락추세선 돌파 (상승),60244.9,59799.0,59310.6,2024-08-29 05:15:00,59347.4,0.062046244684766154,,,
하락추세선 돌파 (상승),61148.7,59922.0,59390.8,2024-08-31 00:30:00,59437.7,0.07896845976143473,,,
하락추세선 돌파 (상승),59327.9,59230.0,59119.0,2024-08-31 21:45:00,59144.0,0.042287589438251665,,,
하락추세선 돌파 (상승),59331.9,58224.0,56879.7,2024-09-04 14:30:00,57099.5,0.38642960493814654,,,
하락추세선 돌파 (상승),58378.0,57319.3,56684.2,2024-09-06 02:00:00,56844.7,0.283147684892792,,,
하락추세선 돌파 (상승),58039.7,57864.0,56769.9,2024-09-11 11:30:00,56866.1,0.16945599692794436,,,
하락추세선 돌파 (상승),58580.9,58446.0,58232.1,2024-09-13 10:30:00,58247.8,0.02696107473370249,,,
하락추세선 돌파 (상승),60392.8,59159.0,58250.0,2024-09-16 23:30:00,58264.4,0.024721030042920953,,,
하락추세선 돌파 (상승),61330.0,60747.0,60146.0,2024-09-18 17:45:00,60249.2,0.1715824826256062,,,
하락추세선 돌파 (상승),63289.3,63280.0,63117.8,2024-09-21 12:45:00,63142.2,0.03865787464074188,,,
하락추세선 돌파 (상승),63544.0,63186.5,62910.1,2024-09-22 17:00:00,62991.0,0.12859620315339104,,,
