type,trendline_H1,trendline_H2,trendline_H3,breakout_time,breakout_price,breakout_pct,trendline_L1,trendline_L2,trendline_L3
하락추세선 돌파 (상승),64876.5,63992.4,63550.0,2024-09-26 05:15:00,63555.0,0.007867820613690008,,,
하락추세선 돌파 (상승),64689.0,64174.9,63872.9,2024-10-01 05:00:00,63878.7,0.00908053337173611,,,
하락추세선 돌파 (상승),62416.3,61460.0,61048.5,2024-10-03 19:45:00,61056.1,0.01244911832395316,,,
하락추세선 돌파 (상승),61460.0,61048.5,60875.9,2024-10-03 19:30:00,60904.0,0.04615948183106705,,,
하락추세선 돌파 (상승),63189.7,62543.6,62481.0,2024-10-09 05:30:00,62496.9,0.025447736111780313,,,
하락추세선 돌파 (상승),62525.0,62390.0,61144.4,2024-10-10 10:30:00,61189.2,0.07326917918892921,,,
하락추세선 돌파 (상승),63436.0,63078.1,62777.0,2024-10-12 09:45:00,62819.3,0.06738136578683739,,,
하락추세선 돌파 (상승),63355.6,62967.0,62804.7,2024-10-13 17:15:00,62864.0,0.09441968515095672,,,
하락추세선 돌파 (상승),68083.3,67921.0,67515.0,2024-10-17 15:30:00,67666.6,0.22454269421610876,,,
하락추세선 돌파 (상승),68685.0,68472.8,68339.3,2024-10-19 22:30:00,68399.6,0.0882361979124792,,,
하락추세선 돌파 (상승),69205.3,67943.9,67700.0,2024-10-22 06:00:00,67770.8,0.10457902511078716,,,
하락추세선 돌파 (상승),68755.0,67367.0,67212.0,2024-10-26 09:15:00,67240.0,0.041659227518895434,,,
하락추세선 돌파 (상승),67442.7,67307.3,67246.9,2024-10-27 12:15:00,67402.2,0.23094001359170893,,,
하락추세선 돌파 (상승),72649.0,72636.3,72491.0,2024-10-30 20:00:00,72559.5,0.09449448897104468,,,
하락추세선 돌파 (상승),73044.2,72638.3,72506.7,2024-10-31 10:30:00,72557.2,0.06964873590992281,,,
하락추세선 돌파 (상승),72736.4,70688.0,69720.0,2024-11-01 10:15:00,70053.0,0.4776247848537005,,,
하락추세선 돌파 (상승),69568.7,68766.0,68535.9,2024-11-03 19:30:00,68699.9,0.23929064913424938,,,
하락추세선 돌파 (상승),69497.0,69246.3,68079.7,2024-11-04 22:45:00,68107.3,0.04054071918649145,,,
하락추세선 돌파 (상승),76433.6,76119.0,75228.9,2024-11-07 15:00:00,75337.3,0.14409355978886937,,,
하락추세선 돌파 (상승),76890.0,76397.3,76288.0,2024-11-08 10:45:00,76374.0,0.11273070469798659,,,
하락추세선 돌파 (상승),91889.7,89708.5,88550.1,2024-11-15 09:00:00,88877.0,0.3691695435691142,,,
하락추세선 돌파 (상승),91683.6,91491.9,90968.7,2024-11-17 08:45:00,91153.8,0.20347658040623406,,,
하락추세선 돌파 (상승),98653.3,98473.7,98467.9,2024-11-25 09:00:00,98795.6,0.3327988105768597,,,
하락추세선 돌파 (상승),95063.1,94749.9,93967.9,2024-11-27 13:30:00,94000.0,0.034160601652272554,,,
하락추세선 돌파 (상승),96648.0,96300.0,95529.0,2024-11-28 22:30:00,95689.7,0.1682211684409939,,,
하락추세선 돌파 (상승),97324.1,97129.9,96620.6,2024-12-01 08:00:00,96811.5,0.19757691423981447,,,
하락추세선 돌파 (상승),103697.4,98878.8,98367.2,2024-12-06 08:15:00,98686.8,0.3249050496507025,,,
하락추세선 돌파 (상승),100540.2,100418.4,99951.8,2024-12-08 11:45:00,99953.0,0.0012005786789203291,,,
하락추세선 돌파 (상승),101961.0,101867.5,101149.3,2024-12-12 13:15:00,101575.0,0.42086302129623937,,,
하락추세선 돌파 (상승),102748.0,102029.3,101725.8,2024-12-14 15:15:00,101770.9,0.04433486883365996,,,
하락추세선 돌파 (상승),105309.2,104968.2,102554.7,2024-12-19 14:30:00,102742.4,0.18302427875075164,,,
하락추세선 돌파 (상승),98342.0,98221.5,97640.0,2024-12-20 19:15:00,97679.9,0.040864399836126775,,,
하락추세선 돌파 (상승),97431.6,97317.0,96437.1,2024-12-23 04:00:00,96470.0,0.03411550119196261,,,
하락추세선 돌파 (상승),97317.0,96437.1,95790.5,2024-12-23 03:45:00,95999.5,0.21818447549600428,,,
하락추세선 돌파 (상승),96500.0,95472.6,94639.8,2024-12-24 13:15:00,94820.2,0.19061747805890775,,,
하락추세선 돌파 (상승),99435.7,99065.0,98550.0,2024-12-25 10:00:00,98645.8,0.09720953830543166,,,
하락추세선 돌파 (상승),96995.7,94794.0,94759.8,2024-12-28 11:45:00,94858.3,0.1039470323913727,,,
하락추세선 돌파 (상승),95274.8,95188.8,93900.0,2024-12-30 01:30:00,94244.9,0.3673056443024432,,,
하락추세선 돌파 (상승),98759.6,98516.0,98308.6,2025-01-05 20:15:00,98651.9,0.34920647837522695,,,
하락추세선 돌파 (상승),96037.9,95356.6,94588.6,2025-01-09 16:00:00,94666.0,0.08182804270281427,,,
하락추세선 돌파 (상승),95356.6,94588.6,93827.2,2025-01-09 15:30:00,93900.0,0.07758944101497531,,,
하락추세선 돌파 (상승),95954.8,94888.2,93050.9,2025-01-13 20:45:00,93800.0,0.8050432612688387,,,
하락추세선 돌파 (상승),97395.5,97247.9,97064.0,2025-01-15 00:15:00,97248.5,0.1900807714497651,,,
하락추세선 돌파 (상승),100866.1,99891.8,99498.2,2025-01-16 16:00:00,99796.6,0.2999049229031367,,,
하락추세선 돌파 (상승),106875.0,106400.0,105733.4,2025-01-24 13:00:00,105775.7,0.040006279945601776,,,
하락추세선 돌파 (상승),107118.6,105227.3,105072.0,2025-01-25 18:30:00,105276.1,0.1942477539211263,,,
하락추세선 돌파 (상승),105591.5,105200.0,105053.7,2025-01-26 18:00:00,105130.6,0.07320065832998622,,,
하락추세선 돌파 (상승),103800.0,103077.6,102266.0,2025-01-29 05:00:00,102338.2,0.07060019947978516,,,
하락추세선 돌파 (상승),106421.1,105789.0,104761.1,2025-01-31 11:15:00,104796.0,0.03331389227489419,,,
하락추세선 돌파 (상승),99364.6,98645.7,95885.5,2025-02-03 14:30:00,96428.6,0.5664047222989981,,,
하락추세선 돌파 (상승),102457.8,101684.7,100381.1,2025-02-04 19:15:00,100681.0,0.2987614202275071,,,
하락추세선 돌파 (상승),100765.5,98900.0,98309.6,2025-02-05 12:00:00,98450.4,0.14322100791783138,,,
하락추세선 돌파 (상승),99170.0,99099.0,97050.0,2025-02-07 01:45:00,97791.7,0.7642452344152468,,,
하락추세선 돌파 (상승),97275.0,97250.0,96625.4,2025-02-09 20:30:00,96740.9,0.11953378718225229,,,
하락추세선 돌파 (상승),98459.0,96450.0,96234.5,2025-02-12 08:30:00,96333.4,0.10276979669452657,,,
하락추세선 돌파 (상승),98089.1,98047.0,96307.4,2025-02-13 15:15:00,96439.5,0.13716495305657284,,,
하락추세선 돌파 (상승),97898.8,97620.2,97119.4,2025-02-16 20:15:00,97137.8,0.018945751312311167,,,
하락추세선 돌파 (상승),97247.2,96580.0,96429.0,2025-02-17 12:45:00,96479.7,0.052577544099800984,,,
하락추세선 돌파 (상승),96703.1,96541.6,95887.2,2025-02-23 22:45:00,95949.8,0.06528504325916892,,,
하락추세선 돌파 (상승),89287.0,88470.2,85360.7,2025-02-27 01:15:00,85391.8,0.03643362812161313,,,
하락추세선 돌파 (상승),95058.7,94851.9,93327.5,2025-03-03 13:30:00,93666.8,0.3635584366880104,,,
하락추세선 돌파 (상승),93697.0,86983.4,84569.1,2025-03-04 14:30:00,84975.9,0.4810267580002487,,,
하락추세선 돌파 (상승),86983.4,84569.1,84350.0,2025-03-04 14:30:00,84975.9,0.7420272673384637,,,
하락추세선 돌파 (상승),91427.2,91279.5,89678.3,2025-03-07 13:00:00,89848.4,0.18967799344991068,,,
하락추세선 돌파 (상승),86142.5,83461.2,82739.3,2025-03-10 09:15:00,84050.0,1.5841323288932792,,,
하락추세선 돌파 (상승),84489.8,84343.2,83530.0,2025-03-13 12:30:00,83838.0,0.36872979767748115,,,
하락추세선 돌파 (상승),84920.0,84661.8,84429.8,2025-03-15 16:45:00,84457.2,0.032452996453851815,,,
하락추세선 돌파 (상승),85136.0,83836.2,83749.3,2025-03-17 12:00:00,83999.9,0.29922638159362674,,,
하락추세선 돌파 (상승),84728.5,83421.3,82427.2,2025-03-18 22:45:00,82517.6,0.10967253527962703,,,
하락추세선 돌파 (상승),84800.0,84758.5,84313.5,2025-03-21 12:15:00,84323.5,0.011860496836212469,,,
하락추세선 돌파 (상승),84500.0,84279.5,84257.5,2025-03-23 07:30:00,84290.6,0.03928433670593813,,,
하락추세선 돌파 (상승),88740.0,88496.1,86832.3,2025-03-25 09:15:00,86888.6,0.06483762378746494,,,
하락추세선 돌파 (상승),88284.0,88234.0,87358.8,2025-03-27 01:00:00,87387.8,0.03319642669084282,,,
하락추세선 돌파 (상승),87727.9,87570.0,87529.1,2025-03-27 21:30:00,87699.9,0.19513510363980477,,,
하락추세선 돌파 (상승),83908.5,82839.9,82799.1,2025-03-30 00:45:00,82852.0,0.06388958334087469,,,
하락추세선 돌파 (상승),82870.0,82724.1,82279.6,2025-03-31 12:30:00,82498.6,0.26616561091692226,,,
하락추세선 돌파 (상승),83888.0,83774.8,83389.9,2025-04-04 07:00:00,83560.5,0.20458113032873984,,,
하락추세선 돌파 (상승),80833.6,80350.0,77910.1,2025-04-09 14:00:00,78300.0,0.5004485939563602,,,
하락추세선 돌파 (상승),86444.0,84181.7,83910.5,2025-04-16 08:30:00,84093.0,0.21749363905589886,,,
하락추세선 돌파 (상승),85522.7,84636.3,84450.9,2025-04-17 05:45:00,84457.7,0.008052016023515334,,,
하락추세선 돌파 (상승),85455.8,84725.3,84618.0,2025-04-18 21:30:00,84647.0,0.034271667966626486,,,
하락추세선 돌파 (상승),85371.3,85290.0,84627.6,2025-04-20 20:00:00,84928.7,0.3557940908166972,,,
하락추세선 돌파 (상승),94722.9,94189.1,93554.8,2025-04-24 19:30:00,93578.8,0.025653413828045164,,,
하락추세선 돌파 (상승),95150.0,94746.9,94363.4,2025-04-26 22:00:00,94545.1,0.19255346882373003,,,
하락추세선 돌파 (상승),95279.4,94279.1,94130.0,2025-04-27 18:15:00,94187.4,0.06097949644108592,,,
하락추세선 돌파 (상승),96257.0,96108.8,95644.2,2025-05-04 20:15:00,95681.7,0.03920781396049107,,,
하락추세선 돌파 (상승),95706.0,94792.6,94510.0,2025-05-05 17:30:00,94586.0,0.08041477092371178,,,
하락추세선 돌파 (상승),104330.1,103735.1,103364.0,2025-05-10 06:00:00,103470.8,0.10332417476104148,,,
하락추세선 돌파 (상승),104986.7,104855.0,104812.0,2025-05-12 01:00:00,105133.7,0.30693050414074446,,,
하락추세선 돌파 (상승),105842.1,104614.0,103098.2,2025-05-13 09:15:00,103248.9,0.14617132015883602,,,
하락추세선 돌파 (상승),104555.0,103669.4,103325.0,2025-05-17 20:45:00,103396.6,0.06929591096056696,,,
하락추세선 돌파 (상승),111758.4,111340.3,108531.6,2025-05-24 10:30:00,108983.0,0.4159157332979465,,,
하락추세선 돌파 (상승),109090.7,108249.7,107708.9,2025-05-25 19:45:00,107919.8,0.19580554624549015,,,
하락추세선 돌파 (상승),110452.2,109887.8,109310.6,2025-05-27 07:30:00,109467.4,0.1434444600980951,,,
하락추세선 돌파 (상승),110459.6,109217.8,109032.1,2025-05-28 08:30:00,109051.9,0.01815978963992105,,,
하락추세선 돌파 (상승),109070.8,109000.0,108437.9,2025-05-29 08:45:00,108540.9,0.09498524040026596,,,
하락추세선 돌파 (상승),105996.6,104950.0,103882.5,2025-05-31 12:00:00,103919.0,0.035135850600437994,,,
하락추세선 돌파 (상승),104898.5,104699.0,104410.0,2025-06-01 14:00:00,104635.7,0.21616703380901936,,,
하락추세선 돌파 (상승),106773.7,106368.7,105777.4,2025-06-04 09:45:00,105856.9,0.07515783144603669,,,
하락추세선 돌파 (상승),105952.9,105492.5,105213.5,2025-06-05 12:15:00,105421.7,0.19788335147105368,,,
하락추세선 돌파 (상승),110351.0,110251.4,109684.7,2025-06-11 12:30:00,109942.3,0.2348549980079317,,,
하락추세선 돌파 (상승),108955.5,107724.9,105286.7,2025-06-18 04:30:00,105323.0,0.034477289154283414,,,
하락추세선 돌파 (상승),105500.0,105290.9,105100.7,2025-06-19 00:30:00,105149.9,0.04681224768245796,,,
하락추세선 돌파 (상승),105189.5,105027.3,104798.3,2025-06-19 23:15:00,104870.0,0.0684171403543732,,,
하락추세선 돌파 (상승),106499.9,103797.0,103644.1,2025-06-21 08:45:00,103773.9,0.12523626525773138,,,
하락추세선 돌파 (상승),102913.6,102789.0,100348.2,2025-06-22 22:00:00,100489.3,0.14061039460598776,,,
하락추세선 돌파 (상승),108239.6,108132.4,107721.1,2025-06-26 20:30:00,107899.0,0.1651487034573488,,,
하락추세선 돌파 (상승),108000.0,107688.9,107150.0,2025-06-27 15:30:00,107197.2,0.04405039664022127,,,
하락추세선 돌파 (상승),107904.7,107484.8,107126.0,2025-07-01 14:15:00,107139.9,0.012975374792295222,,,
하락추세선 돌파 (상승),107139.9,106250.0,106065.0,2025-07-02 03:15:00,106140.4,0.0710884834771076,,,
하락추세선 돌파 (상승),109978.3,109042.0,108223.9,2025-07-05 03:30:00,108229.9,0.005544061893906984,,,
하락추세선 돌파 (상승),108429.2,108191.6,108120.0,2025-07-05 22:30:00,108173.6,0.04957454679985741,,,
하락추세선 돌파 (상승),109685.0,109681.4,108482.3,2025-07-08 10:15:00,108669.6,0.1726548939320082,,,
하락추세선 돌파 (상승),109188.0,109126.2,108931.5,2025-07-09 01:00:00,109093.0,0.14825830912086954,,,
하락추세선 돌파 (상승),118849.9,118117.7,118035.2,2025-07-12 09:45:00,118195.1,0.1354680637640371,,,
하락추세선 돌파 (상승),120458.8,118510.5,118250.0,2025-07-16 06:30:00,118307.7,0.048794926004225865,,,
하락추세선 돌파 (상승),120896.9,119574.4,118398.5,2025-07-19 10:30:00,118523.7,0.10574458291278784,,,
하락추세선 돌파 (상승),119574.4,118398.5,118339.3,2025-07-19 10:30:00,118523.7,0.15582312891828343,,,
하락추세선 돌파 (상승),119750.0,119300.0,117669.6,2025-07-22 01:30:00,117854.5,0.15713489295450497,,,
하락추세선 돌파 (상승),119492.9,119427.2,116793.1,2025-07-25 19:30:00,117014.7,0.18973723618945917,,,
하락추세선 돌파 (상승),119699.1,119092.0,118346.7,2025-07-29 00:15:00,118467.8,0.10232646960160767,,,
하락추세선 돌파 (상승),119300.0,119127.5,118045.8,2025-07-30 02:00:00,118083.7,0.032106182515594946,,,
하락추세선 돌파 (상승),113998.0,113886.6,113025.4,2025-08-03 01:00:00,113113.5,0.0779470809216387,,,
하락추세선 돌파 (상승),115326.7,115046.8,114222.6,2025-08-06 05:30:00,114398.6,0.15408509349288144,,,
하락추세선 돌파 (상승),120280.0,120270.0,119822.3,2025-08-13 08:00:00,119864.9,0.035552647545566446,,,
하락추세선 돌파 (상승),119208.0,119100.0,117827.0,2025-08-16 01:45:00,117857.2,0.02563079769492314,,,
하락추세선 돌파 (상승),117857.2,117841.3,117658.4,2025-08-16 12:30:00,117679.1,0.017593304005503765,,,
하락추세선 돌파 (상승),118585.7,117957.0,115672.0,2025-08-18 13:30:00,115697.8,0.022304447057198726,,,
하락추세선 돌파 (상승),116945.3,115838.9,113543.6,2025-08-20 03:15:00,113580.9,0.032850816778742575,,,
하락추세선 돌파 (상승),114783.7,113945.7,112835.1,2025-08-22 01:30:00,112892.2,0.050604820663066076,,,
하락추세선 돌파 (상승),113649.9,112945.4,110499.9,2025-08-26 12:30:00,110793.1,0.26533960664218853,,,
하락추세선 돌파 (상승),111800.0,111490.7,108530.4,2025-08-30 04:15:00,108637.8,0.09895844850844439,,,
하락추세선 돌파 (상승),111660.7,111258.0,110903.0,2025-09-06 14:00:00,110932.6,0.02668999035193441,,,
하락추세선 돌파 (상승),113238.1,112900.0,111698.0,2025-09-10 05:45:00,111714.3,0.01459292019552983,,,
하락추세선 돌파 (상승),116249.9,115620.2,115441.9,2025-09-12 16:45:00,115478.8,0.03196413087449941,,,
하락추세선 돌파 (상승),116600.0,116147.1,115972.2,2025-09-14 02:00:00,116057.7,0.07372456502506636,,,
하락추세선 돌파 (상승),116761.3,115570.2,115481.7,2025-09-16 04:45:00,115532.5,0.043989653771985444,,,
하락추세선 돌파 (상승),117417.6,117058.9,115692.8,2025-09-20 07:15:00,115704.2,0.009853681473690826,,,
하락추세선 돌파 (상승),115507.4,113380.1,112936.6,2025-09-23 06:30:00,113045.6,0.09651432750764588,,,
하락추세선 돌파 (상승),111683.8,109764.0,109651.7,2025-09-26 13:45:00,109758.0,0.09694332144417543,,,
하락추세선 돌파 (상승),109710.9,109442.5,109399.9,2025-09-27 18:45:00,109400.0,9.140776180400601e-05,,,
하락추세선 돌파 (상승),125114.2,122270.0,122200.0,2025-10-08 08:30:00,122800.0,0.4909983633387889,,,
하락추세선 돌파 (상승),123733.9,121849.7,121740.0,2025-10-10 09:15:00,121744.9,0.004024971250200574,,,
하락추세선 돌파 (상승),113279.8,112496.7,112122.4,2025-10-12 12:00:00,112267.0,0.1289662012229544,,,
하락추세선 돌파 (상승),115950.6,115539.8,115517.9,2025-10-13 19:15:00,115706.9,0.16361100747156937,,,
하락추세선 돌파 (상승),113470.0,112200.0,111525.3,2025-10-16 03:00:00,111578.0,0.04725385181658071,,,
하락추세선 돌파 (상승),111962.3,109199.3,106573.9,2025-10-17 15:45:00,106790.9,0.2036145810559621,,,
하락추세선 돌파 (상승),107584.5,107400.6,107252.0,2025-10-18 07:00:00,107476.5,0.20932010591877076,,,
하락추세선 돌파 (상승),107476.5,107273.0,107115.9,2025-10-18 20:00:00,107230.6,0.1070802747304664,,,
하락추세선 돌파 (상승),114000.0,108600.0,108328.7,2025-10-22 12:30:00,108369.3,0.03747852600465603,,,
하락추세선 돌파 (상승),116373.3,115756.6,114501.8,2025-10-28 09:00:00,114617.9,0.10139578591776835,,,
하락추세선 돌파 (상승),116060.5,115571.8,113582.2,2025-10-29 13:15:00,113598.0,0.013910630362858716,,,
하락추세선 돌파 (상승),113598.0,111773.0,110966.7,2025-10-30 07:00:00,111275.0,0.2778310970768734,,,
하락추세선 돌파 (상승),111200.0,110721.3,107877.7,2025-11-03 12:00:00,108155.0,0.2570503449739871,,,
하락추세선 돌파 (상승),108292.0,107266.7,104657.2,2025-11-04 15:00:00,104769.3,0.10711159862867134,,,
하락추세선 돌파 (상승),104167.0,103616.4,102292.3,2025-11-07 03:00:00,102331.7,0.038517073132576136,,,
하락추세선 돌파 (상승),102633.4,102585.3,102174.1,2025-11-08 21:30:00,102291.3,0.11470617309082935,,,
하락추세선 돌파 (상승),105491.6,105316.9,102584.7,2025-11-13 05:45:00,103402.8,0.7974873446040256,,,
하락추세선 돌파 (상승),96542.6,96439.6,96170.1,2025-11-16 08:00:00,96192.9,0.023707992400952435,,,
하락추세선 돌파 (상승),93800.0,93400.0,91975.2,2025-11-19 15:00:00,92333.0,0.38901790917552004,,,
하락추세선 돌파 (상승),88211.0,86300.0,85535.7,2025-11-22 00:00:00,85592.2,0.06605429078150994,,,
상승추세선 하향돌파 (하락),,,,2020-03-31 11:00:00,6339.5,-0.525655107484701,5841.5,6274.0,6373.0
상승추세선 하향돌파 (하락),,,,2020-04-03 14:30:00,6743.0,-0.02965159377316531,6644.0,6723.5,6745.0
상승추세선 하향돌파 (하락),,,,2020-04-05 10:45:00,6740.0,-0.04449058282663503,6646.0,6723.0,6743.0
상승추세선 하향돌파 (하락),,,,2020-04-07 20:00:00,7127.5,-1.743865453542873,7039.5,7224.0,7254.0
상승추세선 하향돌파 (하락),,,,2020-04-11 14:00:00,6806.5,-0.35136520020496304,6741.5,6816.0,6830.5
상승추세선 하향돌파 (하락),,,,2020-04-13 13:45:00,6605.5,-0.6841076529845136,6557.0,6634.0,6651.0
상승추세선 하향돌파 (하락),,,,2020-04-14 08:00:00,6752.5,-0.7204293170624128,6634.0,6651.0,6801.5
상승추세선 하향돌파 (하락),,,,2020-04-19 05:45:00,7101.5,-1.0864266313810154,7051.5,7157.5,7179.5
상승추세선 하향돌파 (하락),,,,2020-04-21 09:15:00,6812.0,-0.2270230684730868,6750.0,6812.0,6827.5
상승추세선 하향돌파 (하락),,,,2020-04-24 11:15:00,7486.5,-0.14671557185728576,7015.0,7433.0,7497.5
상승추세선 하향돌파 (하락),,,,2020-04-25 15:45:00,7512.0,-0.006655574043261231,7400.0,7437.0,7512.5
상승추세선 하향돌파 (하락),,,,2020-04-25 15:45:00,7512.0,-0.10638297872340426,7437.0,7512.5,7520.0
상승추세선 하향돌파 (하락),,,,2020-04-26 15:00:00,7496.0,-0.37876270848561366,7468.0,7497.0,7524.5
상승추세선 하향돌파 (하락),,,,2020-04-27 13:30:00,7624.0,-0.1440733464309103,7496.0,7581.5,7635.0
상승추세선 하향돌파 (하락),,,,2020-04-30 17:30:00,8455.0,-1.1457967964456917,7705.0,7709.5,8553.0
상승추세선 하향돌파 (하락),,,,2020-04-30 16:15:00,8684.0,-0.19537984139754053,7709.5,8553.0,8701.0
상승추세선 하향돌파 (하락),,,,2020-05-01 16:00:00,8659.0,-0.6026516673362796,8402.5,8585.5,8711.5
상승추세선 하향돌파 (하락),,,,2020-05-02 08:00:00,8786.0,-0.005690547999772378,8669.5,8757.0,8786.5
상승추세선 하향돌파 (하락),,,,2020-05-03 12:30:00,8863.0,-0.8224696469535053,8770.0,8816.5,8936.5
상승추세선 하향돌파 (하락),,,,2020-05-05 03:00:00,8821.0,-0.05098861254319868,8525.0,8744.5,8825.5
상승추세선 하향돌파 (하락),,,,2020-05-06 23:45:00,9083.5,-1.3520851433536056,8920.0,9131.0,9208.0
